,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,HOUSE_AGE
5191,Karapakkam,1459,35,2,2,4,Partial,Yes,House,AllPub,Gravel,RH,9017500,2920
5192,Karapakkam,1459,10,2,2,4,AdjLand,Yes,Others,NoSeWa,No Access,RL,8899375,12045
5193,Velachery,1912,1,3,2,5,Partial,No,House,ELO,Paved,RL,9886560,4745
5194,Anna Nagar,1842,14,2,1,5,Family,Yes,House,NoSeWa,No Access,RM,13164420,9490
5195,Velachery,1627,148,2,1,4,AbNormal,Yes,Commercial,AllPub,Paved,RL,15456650,5475
5196,Karapakkam,1014,112,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,RL,8397000,13505
5197,Velachery,1537,116,2,1,4,AdjLand,No,Others,NoSeWa,Paved,A,7626210,8395
5198,Anna Nagar,1614,119,1,1,4,Partial,Yes,Others,ELO,Paved,RH,11994130,15695
5199,Karapakkam,1516,62,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,C,11543750,7665
5200,Karapakkam,806,131,1,1,2,Normal Sale,No,Commercial,NoSeWa,Paved,RM,8653000,10220
5201,Chrompet,1129,198,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RL,10056950,6205
5202,Adyar,941,154,1,1,3,Partial,No,House,AllPub,Paved,A,5455965,11315
5203,Karapakkam,1166,147,1,1,3,Partial,Yes,House,AllPub,No Access,A,4674000,14600
5204,KK Nagar,2241,123,4,2,6,Family,Yes,House,AllPub,Paved,RH,11692000,3650
5205,Adyar,1300,70,2,2,4,AdjLand,Yes,House,AllPub,No Access,RL,10790770,6570
5206,Chrompet,1145,49,1,1,3,AbNormal,Yes,House,AllPub,Paved,RH,8894000,13140
5207,T Nagar,1865,131,2,1,5,AbNormal,Yes,House,NoSeWa,Gravel,RL,14263020,4015
5208,Chrompet,1168,80,1,1,3,Family,No,Commercial,NoSeWa,No Access,RH,12162650,2555
5209,Chrompet,827,27,1,1,3,AbNormal,Yes,Others,AllPub,Paved,RM,9878990,1460
5210,Adyar,1185,130,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,9459475,9125
5211,Adyar,1151,104,1,1,3,AdjLand,Yes,Others,ELO,Gravel,RL,11337335,10585
5212,Adyar,616,86,1,1,2,Family,No,Others,NoSeWa,Gravel,C,5301855,13505
5213,Chrompet,700,172,1,1,2,Family,Yes,Commercial,NoSeWa,No Access,RM,10163100,9490
5214,Adyar,922,59,1,1,3,Partial,Yes,Commercial,NoSeWa,No Access,C,9892565,11315
5215,KK Nagar,1505,70,2,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RL,14753320,5840
5216,Adyar,1208,183,2,2,4,AbNormal,No,House,AllPub,Paved,A,7137900,7300
5217,KK Nagar,1400,143,2,1,4,Normal Sale,No,Others,AllPub,Gravel,RH,9150280,5110
5218,Chrompet,1205,39,2,1,4,Normal Sale,No,Others,AllPub,No Access,RL,9127350,9490
5219,Chrompet,818,118,1,1,3,Family,No,Others,AllPub,Paved,RH,7482260,4380
5220,Velachery,1789,145,2,1,4,Partial,Yes,House,ELO,No Access,RH,8640110,15695
5221,Chrompet,1098,115,1,1,3,AbNormal,No,Others,NoSeWa,No Access,RL,8259010,12045
5222,KK Nagar,2035,94,3,2,5,AdjLand,No,Others,AllPub,Paved,RL,11899860,2920
5223,Karapakkam,1243,147,1,1,3,Partial,Yes,House,AllPub,No Access,A,5323250,6205
5224,Karapakkam,844,101,1,1,2,Family,No,Commercial,NoSeWa,Gravel,A,6614000,4380
5225,Karapakkam,615,18,1,1,2,Normal Sale,Yes,House,NoSeWa,No Access,A,3189500,17520
5226,Anna Nagar,1854,120,2,1,5,Normal Sale,Yes,Others,ELO,No Access,RL,13938740,7665
5227,Chrompet,888,144,1,1,3,Family,Yes,House,AllPub,Gravel,RH,8263500,13870
5228,Adyar,657,177,1,1,2,AdjLand,No,House,ELO,Paved,A,4937025,5475
5229,Chrompet,1283,126,2,1,4,Normal Sale,No,Commercial,NoSeWa,No Access,RH,12502800,13140
5230,T Nagar,1715,27,1,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RL,13554470,13140
5231,Karapakkam,1655,97,2,2,4,Normal Sale,Yes,House,NoSeWa,Paved,RL,9347000,9490
5232,Karapakkam,1013,53,1,1,3,Partial,Yes,House,NoSeWa,Paved,C,5822750,2555
5233,Chrompet,763,124,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RM,11726550,4745
5234,T Nagar,1881,14,2,1,5,Normal Sale,Yes,Commercial,ELO,Gravel,RM,22686330,6935
5235,Chrompet,928,178,1,1,3,Family,No,Commercial,NoSeWa,No Access,RM,11398650,2555
5236,Karapakkam,1149,21,1,1,3,Family,No,House,ELO,Paved,RH,6142750,9855
5237,Karapakkam,1255,200,1,1,3,AbNormal,No,Others,ELO,Gravel,C,6020125,14600
5238,Adyar,1160,27,1,1,3,Normal Sale,Yes,House,AllPub,No Access,RM,10208460,8760
5239,Velachery,1544,196,2,1,4,Family,Yes,Commercial,AllPub,No Access,C,12204650,9125
5240,Karapakkam,1058,132,1,1,3,AbNormal,No,House,NoSeWa,Gravel,RL,7370250,8395
5241,Velachery,1765,38,2,1,4,AdjLand,No,Others,ELO,Gravel,C,9613940,2555
5242,Adyar,864,144,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,C,10436115,7665
5243,Karapakkam,1374,28,2,2,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,11837500,13870
5244,Chrompet,1072,77,1,1,3,Family,No,Others,NoSeWa,No Access,RH,7775990,6205
5245,Chrompet,1087,141,1,1,3,Family,Yes,Commercial,NoSeWa,No Access,RH,12318550,7665
5246,Anna Nagar,1645,193,1,1,4,Family,No,House,AllPub,No Access,RH,10038630,14235
5247,Karapakkam,895,42,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,C,8346000,8760
5248,Anna Nagar,1587,190,1,1,4,Normal Sale,No,Others,NoSeWa,No Access,RL,11569710,12775
5249,Velachery,1531,134,2,1,4,AbNormal,No,House,NoSeWa,Gravel,RL,8672000,20075
5250,KK Nagar,1689,36,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RM,11217940,6570
5251,Karapakkam,613,163,1,1,2,AbNormal,No,House,AllPub,Gravel,RH,5425250,12045
5252,KK Nagar,2494,161,4,2,6,Normal Sale,Yes,Others,NoSeWa,Paved,RH,13347960,5110
5253,Velachery,1545,49,2,1,4,Normal Sale,No,House,ELO,No Access,C,6629690,6205
5254,Velachery,1550,57,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,10757980,16060
5255,KK Nagar,2318,17,4,2,6,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,18690080,5110
5256,KK Nagar,2481,170,4,2,6,Normal Sale,Yes,House,AllPub,Gravel,RL,13638900,1825
5257,Velachery,1552,45,2,1,4,Family,No,Commercial,NoSeWa,No Access,I,11881010,6570
5258,Karapakkam,943,73,1,1,3,Partial,Yes,Commercial,ELO,Gravel,RL,10297500,3650
5259,T Nagar,1635,190,1,1,4,AbNormal,No,House,NoSeWa,Gravel,RH,11544130,5110
5260,Karapakkam,1121,77,1,1,3,Normal Sale,Yes,Commercial,ELO,Paved,C,8947500,5110
5261,Karapakkam,1241,50,1,1,3,Partial,Yes,Others,ELO,Paved,RH,7399625,14965
5262,Velachery,1869,173,3,2,5,Normal Sale,Yes,House,NoSeWa,Gravel,A,8815630,16060
5263,Chrompet,1264,122,2,1,4,AdjLand,Yes,House,NoSeWa,Paved,RM,10977400,13140
5264,Velachery,1558,35,2,1,4,Family,Yes,House,NoSeWa,Gravel,I,9470890,2555
5265,Chrompet,765,172,1,1,2,Normal Sale,Yes,Commercial,AllPub,Paved,RL,10961500,12410
5266,Chrompet,950,156,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,9817500,13870
5267,Chrompet,1248,123,2,1,4,Family,Yes,Commercial,AllPub,Paved,RL,15195150,1825
5268,Karapakkam,901,40,1,1,3,Partial,Yes,Others,ELO,No Access,A,4678875,2190
5269,Karapakkam,1410,164,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,RH,7976000,4380
5270,KK Nagar,2263,22,4,2,6,Normal Sale,No,House,AllPub,Gravel,RM,12336720,5840
5271,T Nagar,1745,169,1,1,4,Partial,No,Others,ELO,Paved,RL,12486170,11315
5272,KK Nagar,2100,125,3,2,5,Family,No,Commercial,NoSeWa,Gravel,RM,17101580,10585
5273,KK Nagar,2414,54,4,2,6,Normal Sale,Yes,Commercial,AllPub,Gravel,RL,20151580,3285
5274,Chrompet,793,146,1,1,2,Family,Yes,Others,NoSeWa,No Access,RM,8702510,3650
5275,Anna Nagar,1502,87,1,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,RH,17876680,5110
5276,Karapakkam,748,98,1,1,2,Family,Yes,Others,AllPub,No Access,A,4555000,3650
5277,Chrompet,788,39,1,1,2,Partial,No,House,NoSeWa,Gravel,RL,7130400,11680
5278,Karapakkam,1341,165,2,2,4,AbNormal,No,Commercial,AllPub,No Access,C,8469500,13870
5279,Anna Nagar,1571,41,1,1,4,Normal Sale,Yes,Others,NoSeWa,No Access,RL,12511690,12045
5280,Adyar,944,63,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,C,10559330,8030
5281,Chrompet,1206,62,2,1,4,Normal Sale,No,House,NoSeWa,Paved,RM,9696550,4745
5282,Karapakkam,1465,26,2,2,4,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,11015000,17520
5283,Chrompet,707,148,1,1,2,AbNormal,Yes,Others,NoSeWa,No Access,RH,7191840,4015
5284,Velachery,1968,51,3,2,5,AbNormal,No,Others,AllPub,No Access,C,8620150,16425
5285,Chrompet,813,169,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,RM,8836310,12410
5286,Karapakkam,586,178,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,C,5852250,12775
5287,Karapakkam,1671,81,2,2,4,Normal Sale,No,House,NoSeWa,Paved,I,6843000,15330
5288,Velachery,1740,14,2,1,4,AbNormal,Yes,Commercial,ELO,No Access,RM,15673080,5110
5289,Velachery,1633,12,2,1,4,Normal Sale,Yes,Commercial,ELO,No Access,RM,14483410,17520
5290,Karapakkam,550,4,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,RL,6804500,11315
5291,Adyar,1267,49,2,2,4,Normal Sale,Yes,House,ELO,No Access,C,8380775,1825
5292,Adyar,916,114,1,1,3,Partial,Yes,Others,NoSeWa,No Access,RH,8165230,8030
5293,T Nagar,1872,194,2,1,5,Family,Yes,Commercial,ELO,Paved,RM,22201820,2190
5294,Chrompet,1148,85,1,1,3,AdjLand,No,House,ELO,Gravel,RL,9311100,8030
5295,KK Nagar,1840,16,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,RM,16377280,5110
5296,Karapakkam,586,45,1,1,2,AbNormal,No,Others,NoSeWa,Paved,RH,4737250,15330
5297,Karapakkam,1121,26,1,1,3,Normal Sale,No,Commercial,NoSeWa,No Access,C,7446000,2920
5298,KK Nagar,2430,115,4,2,6,Normal Sale,No,Commercial,AllPub,Gravel,RH,18554220,4015
5299,KK Nagar,2256,39,4,2,6,Partial,No,House,NoSeWa,Gravel,RH,10538280,8760
5300,Chrompet,1280,63,2,1,4,Family,No,Commercial,AllPub,Gravel,RL,14468350,12045
5301,Chrompet,1184,63,1,1,3,Family,Yes,Commercial,AllPub,Paved,RL,14032000,13140
5302,Anna Nagar,1775,30,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RM,20551520,2190
5303,Chrompet,1062,117,1,1,3,Partial,Yes,Others,ELO,Paved,RH,8819440,10950
5304,Chrompet,823,31,1,1,3,Family,Yes,Commercial,AllPub,Gravel,RL,11935150,12045
5305,Velachery,1626,37,2,1,4,Family,Yes,Others,ELO,Gravel,C,9092600,14600
5306,Karapakkam,774,74,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,A,6390000,10220
5307,Velachery,1627,103,2,1,4,Normal Sale,Yes,Others,ELO,No Access,RL,10449500,1825
5308,KK Nagar,2078,150,3,2,5,AbNormal,Yes,House,NoSeWa,Gravel,RL,12142520,2190
5309,Anna Nagar,1740,182,1,1,4,AbNormal,Yes,House,ELO,Paved,RH,12115600,10950
5310,Adyar,630,141,1,1,2,Normal Sale,Yes,Commercial,ELO,Gravel,I,9386685,14235
5311,Karapakkam,1474,90,2,2,4,Normal Sale,Yes,Commercial,NoSeWa,No Access,RH,11581500,2190
5312,Chrompet,1114,194,1,1,3,AbNormal,No,Others,AllPub,Gravel,RL,9791680,8030
5313,Chrompet,1188,88,1,1,3,Normal Sale,No,Commercial,AllPub,No Access,RL,13144050,2555
5314,Chrompet,1273,91,2,1,4,AbNormal,No,Others,NoSeWa,No Access,RL,9283260,8395
5315,Velachery,1884,199,3,2,5,AbNormal,Yes,Commercial,ELO,No Access,RM,16515880,6935
5316,Karapakkam,1550,165,2,2,4,Partial,Yes,House,ELO,Gravel,C,7079750,17885
5317,Adyar,1208,80,2,2,4,Normal Sale,No,Others,AllPub,Paved,RL,10253410,12410
5318,Chrompet,1231,48,2,1,4,Partial,Yes,Commercial,AllPub,Paved,RH,14256100,2190
5319,Chrompet,914,29,1,1,3,AdjLand,No,Commercial,AllPub,Paved,RM,12493850,4015
5320,Velachery,1578,57,2,1,4,AdjLand,Yes,House,ELO,Gravel,I,9489290,9855
5321,Chrompet,938,74,1,1,3,AdjLand,Yes,House,NoSeWa,No Access,RL,8766600,5840
5322,KK Nagar,2240,98,4,2,6,Normal Sale,No,Others,NoSeWa,Paved,RM,12436280,8760
5323,T Nagar,1595,136,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RM,18673590,8030
5324,KK Nagar,2438,105,4,2,6,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,19369040,4380
5325,Chrompet,707,108,1,1,2,Normal Sale,No,Others,ELO,Paved,RM,7582840,11315
5326,Velachery,1697,153,2,1,4,Family,Yes,Others,NoSeWa,Gravel,RM,11750710,17520
5327,KK Nagar,2049,46,3,2,5,AbNormal,No,Commercial,NoSeWa,Paved,RH,15247820,7665
5328,Anna Nagar,1775,101,1,1,4,AdjLand,Yes,Others,ELO,Gravel,RM,15310800,12775
5329,Karapakkam,957,2,1,1,3,AdjLand,No,House,NoSeWa,Gravel,A,5180000,3650
5330,Karapakkam,1592,8,2,2,4,AdjLand,No,Others,ELO,Gravel,C,8033250,2555
5331,KK Nagar,2317,137,4,2,6,AdjLand,No,Others,AllPub,Paved,RL,12871040,5475
5332,Chrompet,742,7,1,1,2,AbNormal,No,Others,NoSeWa,No Access,RH,5925790,12775
5333,Chrompet,763,13,1,1,2,Family,No,Others,AllPub,Paved,RH,7036410,8030
5334,Velachery,1738,195,2,1,4,AbNormal,Yes,Commercial,ELO,Gravel,RH,15676760,4745
5335,Chrompet,791,156,1,1,2,Normal Sale,Yes,House,NoSeWa,No Access,RM,8285550,7665
5336,Anna Nagar,1662,152,1,1,4,Normal Sale,No,Commercial,ELO,No Access,RM,18293830,12410
5337,Anna Nagar,1794,45,1,1,4,Family,No,Others,NoSeWa,Gravel,RM,13876620,14600
5338,Chrompet,841,183,1,1,3,Normal Sale,No,House,AllPub,Gravel,RL,8142550,9125
5339,Adyar,702,51,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,RH,10353315,7665
5340,Karapakkam,1009,55,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,I,6878625,17885
5341,KK Nagar,1522,0,2,1,4,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,13456660,8395
5342,Adyar,1274,79,2,2,4,Normal Sale,No,Others,NoSeWa,No Access,RM,10588470,6570
5343,KK Nagar,2175,72,3,2,5,AbNormal,No,House,AllPub,Gravel,RL,11346500,9125
5344,KK Nagar,2101,69,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RL,11642240,8030
5345,Adyar,837,2,1,1,3,Normal Sale,No,Others,NoSeWa,Paved,RL,8005310,12410
5346,Anna Nagar,1845,183,2,1,5,AbNormal,Yes,Commercial,ELO,Gravel,RM,22619470,2190
5347,Adyar,1245,176,2,2,4,Normal Sale,No,House,ELO,No Access,I,7828105,2555
5348,Velachery,1510,128,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RM,11077770,5840
5349,Velachery,1562,20,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,C,7584040,18980
5350,Chrompet,792,16,1,1,2,Normal Sale,No,House,NoSeWa,No Access,RM,7387600,5840
5351,Chrompet,1124,142,1,1,3,AbNormal,No,Commercial,NoSeWa,Gravel,RL,13370400,5840
5352,Velachery,1917,88,3,2,5,AdjLand,No,Commercial,NoSeWa,Paved,RL,16094990,11680
5353,Velachery,1910,149,3,2,5,Normal Sale,No,Commercial,NoSeWa,Paved,RH,15030330,16060
5354,Adyar,1151,190,1,1,3,Partial,Yes,House,AllPub,No Access,C,7666980,4380
5355,KK Nagar,2158,27,3,2,5,Family,No,Commercial,NoSeWa,Paved,RL,16918940,2555
5356,Karapakkam,1464,39,2,2,4,Partial,Yes,House,AllPub,No Access,RL,7732750,17885
5357,Chrompet,883,163,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,RM,12231750,12045
5358,Karapakkam,532,78,1,1,2,AbNormal,No,House,NoSeWa,No Access,RM,5283250,9855
5359,KK Nagar,1925,125,3,2,5,Partial,No,House,NoSeWa,Paved,RL,9570520,9490
5360,Chrompet,1067,4,1,1,3,Partial,Yes,Others,ELO,Gravel,RL,9842290,12410
5361,Chrompet,801,106,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,RL,11064550,9125
5362,KK Nagar,1536,122,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RH,10706080,2920
5363,Velachery,1505,123,2,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,9834610,17520
5364,Chrompet,849,120,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RM,10980150,4745
5365,Velachery,1514,100,2,1,4,Partial,No,Others,NoSeWa,Gravel,RH,8935900,14600
5366,Chrompet,1181,14,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RH,12089100,9490
5367,T Nagar,1773,131,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,11966700,10950
5368,Anna Nagar,1906,29,2,1,5,Partial,No,House,NoSeWa,Gravel,RL,12755110,13870
5369,Chrompet,1061,31,1,1,3,Family,No,Commercial,NoSeWa,Paved,RM,12617700,13870
5370,Velachery,1520,6,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Paved,A,11872680,10585
5371,KK Nagar,1564,187,2,1,4,Family,Yes,Commercial,AllPub,Paved,RH,13566940,9855
5372,Velachery,1900,4,3,2,5,Family,Yes,Others,ELO,Gravel,C,10080770,16790
5373,Chrompet,1120,5,1,1,3,Normal Sale,Yes,Others,NoSeWa,Paved,RH,9914650,2555
5374,Karapakkam,1147,93,1,1,3,Family,No,Others,ELO,Paved,C,5352875,8395
5375,Chrompet,1087,41,1,1,3,Normal Sale,No,House,NoSeWa,No Access,RM,8499600,7300
5376,Karapakkam,955,40,1,1,3,Partial,Yes,House,AllPub,No Access,RH,6221000,6570
5377,Karapakkam,545,121,1,1,2,Normal Sale,No,Others,NoSeWa,Gravel,C,4591875,4380
5378,KK Nagar,1494,169,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RL,13331980,10585
5379,Karapakkam,1649,200,2,2,4,Partial,Yes,Commercial,NoSeWa,Paved,RL,13264000,7300
5380,Adyar,1297,120,2,2,4,Family,Yes,Commercial,NoSeWa,Paved,RM,16625090,2190
5381,Karapakkam,676,156,1,1,2,Family,No,Others,ELO,Gravel,A,3741250,10585
5382,Anna Nagar,1523,181,1,1,4,Family,Yes,House,AllPub,No Access,RM,12010860,10220
5383,Anna Nagar,1704,126,1,1,4,Normal Sale,No,Others,ELO,No Access,RL,12432100,3285
5384,Karapakkam,827,105,1,1,2,Partial,Yes,Others,AllPub,No Access,RH,6421125,2190
5385,Chrompet,897,126,1,1,3,AdjLand,No,House,ELO,No Access,RL,7649800,1460
5386,Karapakkam,1024,134,1,1,3,Normal Sale,Yes,House,ELO,Paved,RH,7119000,5840
5387,KK Nagar,1707,101,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RM,11187900,6570
5388,T Nagar,1838,75,2,1,5,AbNormal,Yes,House,ELO,No Access,RL,12673360,12045
5389,Karapakkam,1680,86,2,2,4,Family,No,Others,ELO,Paved,RH,7872500,15330
5390,Anna Nagar,1617,58,1,1,4,AdjLand,Yes,House,ELO,Gravel,RM,14115670,2190
5391,Chrompet,927,185,1,1,3,AbNormal,No,Others,AllPub,Gravel,RH,8368990,5840
5392,Adyar,873,67,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,12099995,12045
5393,Anna Nagar,1841,16,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RM,21252230,3285
5394,Karapakkam,712,115,1,1,2,AdjLand,No,Others,ELO,No Access,C,3833500,8030
5395,Anna Nagar,1860,200,2,1,5,Family,Yes,Others,ELO,No Access,RL,13463390,15330
5396,Velachery,1774,149,2,1,4,AdjLand,No,House,ELO,No Access,A,6468090,17155
5397,Anna Nagar,1781,102,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,22007470,4015
5398,KK Nagar,1351,192,2,1,4,Normal Sale,Yes,House,NoSeWa,Gravel,RH,9284180,6935
5399,KK Nagar,2263,87,4,2,6,Partial,No,House,AllPub,Paved,RL,11050660,4745
5400,KK Nagar,1956,155,3,2,5,AbNormal,No,Others,AllPub,Paved,RM,11633740,7665
5401,Karapakkam,1199,122,1,1,3,Family,Yes,Others,ELO,No Access,RM,8061375,15695
5402,Chrompet,960,151,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,No Access,RL,12145750,6205
5403,Karapakkam,1053,124,1,1,3,Family,No,Commercial,NoSeWa,Paved,RL,9221000,8760
5404,KK Nagar,1944,173,3,2,5,Family,Yes,Commercial,AllPub,Paved,RL,16666700,5475
5405,Chrompet,780,41,1,1,2,AdjLand,No,Others,NoSeWa,No Access,RM,7685050,9855
5406,Velachery,1868,59,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,A,9188710,15695
5407,Karapakkam,511,49,1,1,2,Partial,Yes,House,AllPub,No Access,RM,6479750,5475
5408,Adyar,951,180,1,1,3,AdjLand,No,Commercial,ELO,Gravel,C,11174665,4015
5409,Chrompet,1150,6,1,1,3,Partial,No,House,NoSeWa,Paved,RM,9120250,5475
5410,Anna Nagar,1758,4,1,1,4,Normal Sale,Yes,House,ELO,Gravel,RM,14289740,4380
5411,Karapakkam,703,171,1,1,2,AdjLand,Yes,House,ELO,Gravel,RH,7240500,2920
5412,Chrompet,973,53,1,1,3,AdjLand,No,House,AllPub,No Access,RL,7935350,7665
5413,Adyar,1128,28,1,1,3,AdjLand,Yes,Commercial,AllPub,Gravel,RH,15093640,5840
5414,Karapakkam,578,29,1,1,2,AdjLand,Yes,House,NoSeWa,No Access,RL,5754250,14235
5415,T Nagar,1669,193,1,1,4,Partial,No,Others,NoSeWa,No Access,RL,12021830,4745
5416,Adyar,1096,103,1,1,3,Family,Yes,House,NoSeWa,No Access,C,7537975,1825
5417,Anna Nagar,1595,58,1,1,4,Partial,No,Others,NoSeWa,No Access,RH,10854110,4745
5418,Anna Nagar,1825,77,2,1,5,AbNormal,Yes,Others,NoSeWa,Gravel,RM,15603340,8030
5419,Chrompet,1298,157,2,1,4,Family,Yes,Others,AllPub,No Access,RL,10636110,5475
5420,T Nagar,1812,82,2,1,5,Normal Sale,No,House,NoSeWa,No Access,RL,11643180,16060
5421,Karapakkam,975,166,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,RL,9577000,13140
5422,KK Nagar,1830,76,3,2,5,AbNormal,No,House,AllPub,Gravel,RM,10916420,7665
5423,Karapakkam,1054,34,1,1,3,Family,No,Commercial,NoSeWa,No Access,A,6235500,10950
5424,Anna Nagar,1852,55,2,1,5,Family,No,House,AllPub,No Access,RL,11827050,10950
5425,Chrompet,1057,76,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RH,8931100,9490
5426,Anna Nagar,1616,111,1,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,13510630,16060
5427,Velachery,1500,162,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,A,7628730,19710
5428,Chrompet,750,85,1,1,2,Normal Sale,No,Others,NoSeWa,Gravel,RM,8287250,13505
5429,Chrompet,1262,82,2,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,10381640,13870
5430,Anna Nagar,1700,111,1,1,4,Normal Sale,Yes,Others,AllPub,No Access,RH,12556130,12410
5431,Anna Nagar,1605,8,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,19978530,3285
5432,Chrompet,1192,60,1,1,3,Partial,No,House,NoSeWa,No Access,RH,7363600,7300
5433,Chrompet,1199,56,1,1,3,Partial,No,House,AllPub,No Access,RL,7759200,14600
5434,Chrompet,980,94,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RL,9160100,5110
5435,Velachery,1539,47,2,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RM,15053510,15695
5436,Chrompet,824,0,1,1,3,AdjLand,Yes,Commercial,AllPub,Gravel,RL,12555850,6935
5437,Chrompet,1124,95,1,1,3,Family,Yes,House,ELO,No Access,RL,8744300,6570
5438,Karapakkam,1397,38,2,2,4,AdjLand,No,Commercial,ELO,Gravel,RL,12212000,2920
5439,KK Nagar,1419,39,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,RL,8975540,6205
5440,Karapakkam,1214,60,1,1,3,Partial,No,Others,NoSeWa,Gravel,C,6152500,8395
5441,KK Nagar,1512,108,2,1,4,Family,No,Others,AllPub,Gravel,RM,10831740,1825
5442,Karapakkam,574,175,1,1,2,AbNormal,No,Others,ELO,Paved,I,4626250,2920
5443,Karapakkam,1446,24,2,2,4,Normal Sale,No,Commercial,NoSeWa,Paved,C,9942750,1825
5444,Chrompet,1138,150,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,RH,13038800,2920
5445,T Nagar,1773,166,1,1,4,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,19467250,12775
5446,Chrompet,879,19,1,1,3,Family,No,House,AllPub,No Access,RL,7056300,8030
5447,Velachery,1744,69,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RM,11948330,17885
5448,KK Nagar,1751,197,2,1,4,AbNormal,Yes,House,NoSeWa,Gravel,RL,10660400,10950
5449,Karapakkam,1541,192,2,2,4,Normal Sale,Yes,House,ELO,No Access,RL,8361750,8395
5450,Karapakkam,1625,115,2,2,4,Partial,Yes,Commercial,NoSeWa,Paved,RL,13175500,8030
5451,Karapakkam,675,131,1,1,2,AdjLand,Yes,Commercial,ELO,Paved,A,6031500,10950
5452,Karapakkam,543,112,1,1,2,Partial,Yes,Commercial,AllPub,Gravel,RH,7478750,10585
5453,Karapakkam,1087,132,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,RL,9780000,10220
5454,Chrompet,1083,163,1,1,3,Partial,Yes,House,AllPub,Paved,RH,8614150,9125
5455,KK Nagar,2451,57,4,2,6,AbNormal,No,Others,NoSeWa,Paved,RM,12952820,10950
5456,T Nagar,1562,3,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,11938300,3650
5457,KK Nagar,1600,35,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RL,10942360,6570
5458,T Nagar,1624,117,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,19722030,14235
